Year,Mo,Dy,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,Total Deaths,Total Missing,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged
2020,6,18,NEW ZEALAND,"KERMADEC ISLANDS:  S OF, RAOUL",-33.294,-177.838,10,7.4,,,,,,
2020,6,23,MEXICO,MEXICO: OAXACA,16.029,-95.901,26,7.4,10,,24,,,8123
2020,6,25,TURKEY,TURKEY:  VAN,38.558,44.023,10,5.4,,,5,,,90
2020,7,17,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  MOROBE, ORO",-7.843,147.766,80,7,1,,1,,,12
2020,7,22,USA,ALASKA,55.03,-158.522,28,7.8,,,,,,
2020,7,27,VIETNAM,VIETNAM: SON LA PROVINCE,20.872,104.541,10,4.8,,,,,,
2020,8,9,USA,NORTH CAROLINA:  SPARTA,36.476,-81.094,8,5.1,,,,,60,465
2020,8,18,PHILIPPINES,PHILIPPINES:  MASBATE,12.021,124.123,10,6.6,2,,50,0.57,138,1167
2020,10,19,USA,ALASKA,54.608,-159.655,33,7.6,,,,,,
2020,10,30,TURKEY,GREECE:  SAMOS; TURKEY:  IZMIR,37.918,26.79,21,7,118,,1054,400,,
2020,12,27,CHILE,CHILE:  OFF COAST CENTRAL,-39.343,-74.99,10,6.7,,,,,,
2020,12,29,CROATIA,BALKANS NW:  CROATIA:  PETRINJA,45.422,16.255,10,6.4,8,,36,4187,1500,46000
2021,1,14,INDONESIA,"INDONESIA:  SULAWESI:  MAMUJU, MAJENE",-2.976,118.901,18,6.2,105,3,6489,58.7,1150,7863
2021,1,15,IRAN,IRAN:  HORMOZGAN PROVINCE,26.926,55.186,8,5.5,,,1,,,80
2021,1,19,ARGENTINA,ARGENTINA:  SAN JUAN PROVINCE,-31.83,-68.806,20,6.4,,,14,,,600
2021,1,23,ANTARCTICA,SCOTIA SEA:  SOUTH SHETLAND ISLANDS,-61.825,-55.494,10,6.9,,,,,,
2021,2,10,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-23.054,171.601,10,7.7,,,,,,
2021,2,12,TAJIKISTAN,PAKISTAN: HARIPUR; TAJIKISTAN,38.132,73.569,91,5.9,1,,,,,
2021,2,13,JAPAN,JAPAN:  OFF FUKUSHIMA,37.745,141.749,49,7.1,1,,186,7700,798,19758
2021,2,17,IRAN,"IRAN: ESFAHAN, KOHGILUYEH, BOYER-AHMAD",30.839,51.365,7,5.4,2,,63,10,,
2021,3,1,COLOMBIA,"COLOMBIA: MEDELLIN, BETULIA",6.239,-76.098,10,5.1,2,,,,,
2021,3,3,GREECE,"GREECE: TYRNAVOS, LARISA",39.764,22.176,10,6.3,,,11,10,,
2021,3,4,NEW ZEALAND,NEW ZEALAND:  GISBORNE,-37.563,179.444,20,7.3,,,,,,
2021,3,4,NEW ZEALAND,"KERMADEC ISLANDS:  S OF, RAOUL",-29.613,-177.843,55,7.4,,,,,,
2021,3,4,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS: SSE OF RAOUL ISLAND,-29.74,-177.267,19,8.1,,,,,,
2021,3,18,ALGERIA,ALGERIA: BEJAIA,36.915,5.199,8,6,,,17,,,
2021,3,20,JAPAN,JAPAN:  HONSHU ISLAND,38.452,141.648,43,7,,,11,550,,
2021,3,23,CHINA,CHINA: XINGJIANG: AKSU,41.812,81.155,10,5.4,3,,,,,65
2021,4,10,INDONESIA,"INDONESIA: JAVA: LUMAJANG, MALANG",-8.562,112.519,82,6,10,,39,,85,3024
2021,4,28,INDIA,INDIA:  ASSAM,26.782,92.436,34,6,2,,12,,,428
2021,5,21,CHINA,"CHINA: YUNNAN PROVINCE: YANGBI, YONGPING",25.761,100.011,9,6.1,3,,28,49,,
2021,5,21,CHINA,CHINA: QINGHAI PROVINCE,34.598,98.251,10,7.3,20,,300,,,
2021,5,25,RWANDA,RWANDA: RUBAVU; CONGO,-1.601,29.4,10,4.7,32,,,,5000,
2021,6,10,CONGO,CONGO: SOUTH KIVU,-3.086,28.259,10,5,2,,,,,500
2021,6,16,INDONESIA,INDONESIA: MALUKU,-3.593,129.503,10,5.8,,,,,,
2021,6,23,PERU,PERU: CANETE: MALA,-12.687,-76.721,50,5.8,1,,20,,6,
2021,7,10,TAJIKISTAN,TAJIKISTAN: RASHT; TOJIKOBOD,38.959,70.572,16,5.8,5,,,,,
2021,7,29,USA,ALASKA PENINSULA,55.325,-157.841,32,8.2,,,,,,
2021,7,30,PERU,PERU:  PIURA,-4.934,-80.602,32,6.2,,,34,,42,831
2021,8,11,PHILIPPINES,PHILIPPINES:  MINDANAO,6.455,126.742,65,7.1,1,,,,,
2021,8,12,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-57.596,-25.187,63,7.5,,,,,,
2021,8,12,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-58.416,-25.321,48,8.1,,,,,,
2021,8,14,HAITI,HAITI,18.408,-73.475,10,7.2,2248,329,12763,1600,53815,83770
2021,8,26,INDONESIA,INDONESIA: CENTRAL SULAWESI: TOJO UNA-UNA,-0.854,121.523,8,5.5,1,,,,,
2021,9,8,MEXICO,MEXICO:  GUERRERO,16.982,-99.773,20,7,3,,,200,,7317
2021,9,15,CHINA,CHINA: SICHUAN PROVINCE: LUXIAN (LU),29.182,105.391,10,5.4,3,,88,250,809,7290
2021,9,21,AUSTRALIA,AUSTRALIA: MELBOURNE,-37.491,146.363,10,5.9,,,,,,46
2021,9,27,GREECE,GREECE:  CRETE,35.252,25.26,8,6,1,,20,,772,
2021,10,6,PAKISTAN,PAKISTAN: BALOCHISTAN PROVINCE,30.22,68.014,9,5.9,42,,229,,,
2021,10,12,GREECE,GREECE: CRETE,35.193,26.256,10,6.4,,,,,,
2021,10,15,INDONESIA,"INDONESIA:  BALI: KARANGASEM, BANGLI",-8.356,115.458,10,5.1,3,,82,,366,524
2021,11,14,IRAN,IRAN:  HORMOZGAN PROVINCE,27.736,56.077,10,6.3,2,,,165,,
2021,11,28,PERU,PERU:  AMAZONAS,-4.49,-76.846,112,7.5,,,3,,448,1699
2021,12,14,INDONESIA,INDONESIA:  FLORES REGION,-7.603,122.2,18,7.3,,,1,,41,200
2022,1,2,CHINA,CHINA:   YUNNAN PROVINCE,27.8,100.718,35,5.4,,,30,51,,
2022,1,7,CHINA,"CHINA: QINGHAI, GANSU",37.815,101.278,13,6.6,,,9,510,,8830
2022,1,14,INDONESIA,"INDONESIA: PANDEGLANG, BANTEN",-6.929,105.251,37,6.6,,,1975,,395,2683
2022,1,17,AFGHANISTAN,AFGHANISTAN: BADGHIS: QADIS,34.946,63.58,18,5.3,28,,4,0.4,800,
2022,1,24,HAITI,HAITI: NIPPES,18.458,-73.337,10,5.3,2,,52,,190,590
2022,1,29,KERMADEC ISLANDS (NEW ZEALAND),NEW ZEALAND: KERMADEC ISLANDS,-29.531,-176.749,10,6.5,,,,,,
2022,2,16,GUATEMALA,"GUATEMALA: BAJA VERAPAZ, GUATEMALA, QUEZALTENANGO",14.193,-91.297,83,6.2,3,,2,,2,31
2022,2,25,INDONESIA,"INDONESIA: W SUMATRA: PASAMAN, WEST PASAMAN",0.233,100.106,12,6.2,27,,457,1,103,4800
2022,3,16,JAPAN,JAPAN:  OFF FUKUSHIMA,37.702,141.587,63,7.3,4,,247,8800,217,56718
2022,3,22,TAIWAN,"TAIWAN: HUALIEN, T'AIT-TUNG",23.412,121.562,24,6.7,,,1,1.52,,
2022,3,27,ECUADOR,ECUADOR:  ESMERALDAS,0.909,-79.589,26,5.8,1,,2,,779,3825
2022,3,30,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.716,170.286,10,6.9,,,,,,
2022,3,31,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.579,170.354,10,7,,,,,,
2022,4,22,BOSNIA-HERZEGOVINA,"BALKANS NW: BOSNIA-HERZEGOVINA: MOSTAR, STOLAC",43.061,18.176,10,5.7,1,,2,,,350
2022,4,23,POLAND,POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ,50.04,18.59,1,2.8,10,,,,,
2022,5,12,PERU,"PERU: LIMA, CALLAO, CHILCA",-12.36,-76.89,55,5.4,2,,11,,4,4
2022,5,25,MEXICO,MEXICO:  OAXACA,16.325,-95.856,34,5.5,,,,,,
2022,5,26,PERU,PERU: PUNO,-14.863,-70.308,217,7.2,,,,,2,87
2022,6,1,CHINA,CHINA: SICHUAN PROVINCE,30.416,102.989,10,5.9,4,,41,,,
2022,6,9,CHINA,CHINA:  SICHUAN PROVINCE,32.365,101.878,16,5.9,,,4,,,
2022,6,21,AFGHANISTAN,AFGHANISTAN: PAKTIKA PROVINCE; PAKISTAN,33.092,69.514,10,5.9,1039,,2949,120,1900,4500
2022,7,1,IRAN,IRAN:  HORMOZGAN PROVINCE,26.935,55.254,16,6,5,,84,142,,
2022,7,5,RUSSIA,RUSSIA:  KEMEROVO,53.75,88.04,10,4.4,2,,,,,
2022,7,12,PERU,"PERU: MOQUEGUA, AREQUIPA",-16.783,-71.31,10,5.5,,,3,,5,787
2022,7,14,ECUADOR,ECUADOR: GUAYAS,-2.04,-79.811,73,5.7,1,,,,,7
2022,7,27,PHILIPPINES,PHILIPPINES: LUZON: ABRA,17.56,120.801,10,7,11,,609,48.48,856,35924
2022,9,4,AFGHANISTAN,"AFGHANISTAN: KUNAR, LAGHMAN, NANGARHAR",34.662,70.702,10,5.1,8,,,,,
2022,9,5,CHINA,CHINA:  SICHUAN PROVINCE,29.726,102.279,10,6.6,118,,400,835,,
2022,9,10,PAPUA NEW GUINEA,"PAPUA NEW GUINEA: MOROBE, EASTERN HIGHLANDS",-6.256,146.469,90,7.6,21,,30,15,1076,
2022,9,18,TAIWAN,TAIWAN:  HUALIEN,23.159,121.316,10,6.9,1,,140,3.7,,
2022,9,19,MEXICO,"MEXICO:  MICHOACAN, COLIMA, JALISCO",18.367,-103.252,15,7.6,2,,10,25,800,6084
2022,9,22,MEXICO,"MEXICO: MEXICO CITY, MICHOACAN",18.308,-102.923,24,6.8,3,,5,,,
2022,9,30,INDONESIA,INDONESIA:  SUMATRA,2.109,98.928,21,5.9,1,,,,,
2022,10,5,IRAN,IRAN:  KHOY; WEST AZERBAIJAN,38.511,45.038,15,5.6,,,1127,,,
2022,10,5,PERU,PERU:  PIURA,-4.912,-80.56,48,5.8,1,,2,,,
2022,10,25,PHILIPPINES,PHILIPPINES: LUZON: ABRA,17.662,120.823,27,6.4,,,139,1.444,434,13012
2022,11,8,NEPAL,NEPAL:  SUDURPASHCHIM PROVINCE,29.274,81.149,18,5.7,6,,8,,,
2022,11,11,TONGA,TONGA ISLANDS,-19.318,-172.1,24,7.3,,,,,,
2022,11,21,INDONESIA,INDONESIA: W JAVA: CIANJUR,-6.853,107.095,10,5.6,635,5,,256,13633,42645
2022,11,22,SOLOMON ISLANDS,SOLOMON ISLANDS: HONIARA,-9.812,159.596,15,7,,,3,,,
2022,11,30,NEW ZEALAND,NEW ZEALAND:  TAUPO,-38.808,175.906,7,5.4,,,,,,
2022,12,20,USA,CALIFORNIA:  HUMBOLDT COUNTY,40.525,-124.423,17,6.4,2,,17,250,150,
2023,1,9,INDONESIA,INDONESIA:  BANDA SEA,-7.049,130.038,105,7.6,1,,11,,37,327
2023,1,18,IRAN,IRAN:  AZARBAIJAN,38.433,44.946,19,5.7,,,252,50,370,3600
2023,1,24,NEPAL,INDIA: UTTAR PRADESH; NEPAL: SUDURPASHCHIM PROVINCE,29.597,81.652,25,5.6,4,,,,,42
2023,1,28,IRAN,IRAN:  KHVOY (KHOY),38.424,44.909,16,5.9,3,,1017,255,370,
2023,2,6,TURKEY,TURKEY: KAHRAMANMARAS; SYRIA,37.166,37.042,17,7.8,56697,,119200,42900,542461,1474182
2023,2,6,TURKEY,TURKEY; SYRIA,38.024,37.203,10,7.5,,,,,,
2023,2,9,INDONESIA,INDONESIA: NEW GUINEA: IRIAN JAYA: JAYAPURA,-2.635,140.557,22,5.1,4,,,,15,28
2023,2,20,TURKEY,TURKEY; SYRIA,36.109,36.017,16,6.3,6,,764,,,
2023,2,27,TURKEY,TURKEY: MALATYA;  SYRIA: NW,38.229,38.283,10,5.2,2,,260,,31,
2023,3,7,PHILIPPINES,PHILIPPINES:  MINDANAO:  DAVAO,7.472,126.027,38,6,,,35,3.1,896,4545
2023,3,16,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-30.115,-176.112,22,7,,,,,,
2023,3,18,ECUADOR,"ECUADOR: AZUAY, EL ORO, GUAYAS;  PERU: TUMBES",-2.837,-79.844,65,6.8,15,,495,,291,1050
2023,3,21,AFGHANISTAN,AFGHANISTAN: LAGHMAN;  PAKISTAN,36.523,70.979,187,6.5,19,,181,,22,803
2023,3,22,TAJIKISTAN,TAJIKISTAN: SUGHD,39.383,69.881,11,5.8,,,3,,,399
2023,4,2,PAPUA NEW GUINEA,PAPUA NEW GUINEA: EAST SEPIK,-4.326,143.159,70,7,8,,11,,876,
2023,4,24,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS:  S OF,-29.968,-177.826,43,7.1,,,,,,
2023,4,24,INDONESIA,INDONESIA:  SUMATRA:  MENTAWAI ISLANDS,-0.799,98.524,34,7.1,,,,,,
2023,5,2,CHINA,CHINA:   YUNNAN PROVINCE,25.401,99.269,10,5.3,,,10,65,,2805
2023,5,5,JAPAN,"JAPAN: HONSHU: ISHIKAWA, TOYAMA",37.54,137.305,8,6.2,1,,34,,3,351
2023,5,10,TONGA,TONGA: HIHIFO,-15.6,-174.608,210,7.6,,,,,,
2023,5,19,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-23.229,170.694,37,7.7,,,,,,
2023,5,20,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-23.062,170.456,36,7.1,,,,,,
2023,6,6,HAITI,HAITI,18.702,-74.235,9,4.9,4,,36,,,
2023,6,7,MYANMAR (BURMA),"MYANMAR (BURMA): MAUBIN, AYEYARWADY",16.873,95.553,19,4.8,2,,1,,,
2023,6,13,INDIA,INDIA: KASHMIR: KISHTWAR,33.096,75.896,10,5,,,5,,,
2023,6,16,FRANCE,FRANCE: CHARENTE-MARITIME: LA LAIGNE,46.212,-0.785,5,4.8,,,2,440,,135
2023,6,30,INDONESIA,INDONESIA: JAVA: YOGYAKARTA,-8.674,110.041,85,5.8,1,,25,,3,433
2023,7,16,USA,ALASKA PENINSULA,54.46,-160.76,32,7.2,1,,,,,
2023,8,5,CHINA,CHINA: SHANGDONG PROVINCE: PINGYUAN,37.231,116.355,10,5.4,,,24,,213,
2023,8,6,INDONESIA,INDONESIA: SULAWESI: SIGI,-1.078,120.273,10,5.3,,,1,,14,281
2023,8,17,COLOMBIA,"COLOMBIA: BOGOTA, BOYACA, CUNDINAMARCA, META,",4.418,-73.511,10,6.3,2,,,30,20,252
2023,9,8,MOROCCO,"MOROCCO: MARRAKECH, SAFI",31.073,-8.407,18,6.8,2946,,5674,7000,19096,40578
2023,10,3,NEPAL,NEPAL:  DIPAYAL,29.499,81.253,20,5.7,1,,23,,334,1185
2023,10,5,JAPAN,JAPAN:  IZU ISLANDS,29.94,139.95,10,6.1,,,,,,
2023,10,7,AFGHANISTAN,AFGHANISTAN: HERAT,34.61,61.924,14,6.3,1482,,2100,50,10002,220430
2023,10,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  MADANG,-5.507,146.198,76,6.9,,,,,200,
2023,10,8,JAPAN,JAPAN:  IZU ISLANDS,29.707,139.902,10,4.9,,,,,,
2023,10,11,AFGHANISTAN,AFGHANISTAN: HERAT,34.557,62.045,9,6.3,3,,164,,,
2023,10,15,AFGHANISTAN,AFGHANISTAN: HERAT,34.609,62.112,6,6.3,4,,153,,,
2023,11,3,NEPAL,"NEPAL:  JAJARKOT, RUKUM WEST",28.848,82.187,16,5.7,154,,366,20,26557,35455
2023,11,17,PHILIPPINES,PHILIPPINES:  MINDANAO:  DAVAO,5.587,125.051,78,6.7,11,,37,29.27,602,5983
2023,11,22,VANUATU,VANUATU ISLANDS: MAEWO,-14.985,167.983,22,6.7,,,,,,
2023,12,2,PHILIPPINES,PHILIPPINES:  MINDANAO:  E,8.527,126.449,32,7.6,3,,79,22.6,390,8315
2023,12,7,VANUATU,VANUATU:  TANNA ISLAND,-20.659,169.206,48,7.1,,,,,,
2023,12,18,CHINA,CHINA:  GANSU PROVINCE: JISHISHAN,35.743,102.827,10,5.9,151,,967,2000,15000,207000
2024,1,1,JAPAN,JAPAN: HONSHU: ISHIKAWA,37.498,137.242,10,7.5,299,3,1327,17600,29756,98598
2024,1,22,CHINA,CHINA: XINJIANG PROVINCE;  KAZAKHSTAN,41.269,78.649,13,7,3,,72,,,
2024,3,23,PAPUA NEW GUINEA,PAPUA NEW GUINEA: EAST SEPIK,-4.139,143.159,40,6.9,5,,,,1000,
2024,4,2,TAIWAN,TAIWAN:  HUA-LIEN,23.819,121.562,34,7.4,18,2,1145,2.53,111,297
2024,6,18,IRAN,IRAN: KASHMAR,35.261,58.458,10,4.9,4,,120,,,
2024,6,28,PERU,PERU:  AREQUIPA,-15.811,-74.445,28,7.2,,,14,,,
2024,7,19,CHILE,CHILE:  NORTHERN,-23.047,-67.782,117,7.4,1,,,,,
