Year,Mo,Dy,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,Total Deaths,Total Missing,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged
2008,1,12,BANGLADESH,"INDIA-BANGLADESH:  RANGAMATI, BANGLADESH",22.761,92.333,34,5,,,,,,
2008,1,22,INDONESIA,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.011,97.442,20,6.1,1,,5,,,
2008,2,3,CONGO,CONGO:  BUKAVU,-2.296,28.9,10,5.9,38,,717,,99,815
2008,2,6,INDIA,INDIA:  WEST BENGAL,23.433,87.111,10,4.3,1,,50,,,
2008,2,9,MEXICO,MEXICO:  BAJA CALIFORNIA,32.456,-115.315,3,5.1,,,,,,
2008,2,13,IRAN,IRAN:  NASIRABAD,31.73,51.2,14,4.9,,,10,,,70
2008,2,14,RWANDA,RWANDA:  GISENYI,-2.404,28.918,10,4.9,1,,109,,,5
2008,2,15,LEBANON,LEBANON-SYRIA:  BAALBEC,33.327,35.305,10,5,,,10,,,
2008,2,20,INDONESIA,INDONESIA:  SUMATERA:  ACEH PROVINCE,2.768,95.964,26,7.4,3,,25,,,
2008,2,21,USA,NEVADA:  WELLS,41.153,-114.867,7,6,,,3,,,720
2008,2,25,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,25,6.5,,,,,,
2008,2,27,UK,UNITED KINGDOM:  ENGLAND:  LINCOLNSHIRE,53.403,-0.332,18,4.8,,,1,,,
2008,2,29,BRAZIL,BRAZIL:  SOBRAL,-3.7,-40.35,10,4.3,,,,,,
2008,3,9,INDIA,INDIA:  GUJARAT,23.33,70.592,10,4.5,,,,,,
2008,3,20,CHINA,CHINA:  XINJIANG PROVINCE,35.49,81.467,10,7.2,,,,,2200,
2008,3,29,PERU,PERU:  OFF COAST,-12.178,-77.164,51,5.3,,,1,,5,
2008,4,9,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-20.071,168.892,33,7.3,,,,,,
2008,4,15,GUATEMALA,GUATEMALA,13.564,-90.599,33,6.1,,,,,,8
2008,4,18,USA,ILLINOIS:  WEST SALEM,38.452,-87.886,14,5.3,,,,,,
2008,4,26,USA,NEVADA:  FALLON,39.52,-119.93,1,5,,,,,,
2008,4,28,VANUATU,VANUATU ISLANDS,-19.941,168.953,32,6.4,,,,,,
2008,5,1,IRAN,"IRAN:  LORESTAN, BOROUJERD",33.86,48.59,16,4.5,,,100,,,
2008,5,7,JAPAN,JAPAN:  HONSHU:  E COAST,36.158,141.521,39,6.8,,,6,,,
2008,5,12,CHINA,CHINA:  SICHUAN PROVINCE,30.98,103.396,10,7.9,87652,,374171,86000,5360000,21000000
2008,5,21,BRAZIL,BRAZIL:  ALCANTARAS,-3.91,-40.44,10,,,,,,,
2008,5,24,COLOMBIA,"COLOMBIA:  META, QUETAME",4.33,-73.764,9,5.6,6,,,,,
2008,5,25,CHINA,CHINA:  SICHUAN PROVINCE,32.57,105.424,10,6,8,,927,,400000,
2008,5,26,COSTA RICA,PANAMA-COSTA RICA,8.423,-82.968,13,5.6,,,,,,
2008,5,27,CHINA,CHINA:  SICHUAN PROVINCE,32.71,105.54,10,5.7,,,,,20000,
2008,5,29,ICELAND,ICELAND: REYKJAVIK,64.004,-21.012,10,6.3,,,30,,,
2008,6,6,ALGERIA,ALGERIA:  ORAN,35.883,-0.658,4,5.5,1,,30,,,
2008,6,6,INDIA,INDIA:  MANPUR,24.702,84.964,11,3.8,,,2,,,
2008,6,8,GREECE,"GREECE:  ACHAIA, ILEIA",37.963,21.525,16,6.3,2,,240,,1156,
2008,6,13,JAPAN,JAPAN:  HONSHU:  TOKYO,39.03,140.881,8,6.9,23,,357,,,614
2008,7,1,PERU,"PERU:  CENTRAL:  OXAPAMPA, HUANCABAMBA",-10.368,-75.512,33,5.5,,,45,,60,25
2008,7,3,IRAN,IRAN:  NE:  KATKAN,35.5,58.8,10,5,,,,,,
2008,7,5,RUSSIA,RUSSIA:  SEA OF OKHOTSK,53.882,152.886,633,7.7,,,,,,
2008,7,8,PERU,PERU:  AREQUIPA,-15.986,-71.748,123,6.2,1,,,,,
2008,7,19,JAPAN,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,22,6.9,,,,,,
2008,7,23,JAPAN,JAPAN:  HONSHU:  N,39.802,141.464,108,6.8,1,,200,,,90
2008,7,24,CHINA,CHINA:  SICHUAN PROVINCE,32.747,105.542,10,5.6,1,,17,,1200,
2008,7,29,USA,CALIFORNIA:  LOS ANGELES,33.953,-117.761,15,5.4,,,8,,,
2008,8,1,CHINA,CHINA:  SICHUAN PROVINCE,32.036,104.722,7,5.7,,,231,,540,2450
2008,8,5,CHINA,CHINA:  SICHUAN PROVINCE,32.756,105.494,6,6,4,,29,,,
2008,8,11,VENEZUELA,VENEZUELA:  CARIACO-CUMANA,10.514,-64.171,13,5.2,,,,,,50
2008,8,15,PHILIPPINES,PHILIPPINES:  LUZON:  LEGASPI,12.897,124.319,10,6,,,,,,
2008,8,19,CHINA,CHINA:  YUNNAN PROVINCE,25.051,97.919,46,5,,,,,5,2420
2008,8,21,CHINA,CHINA:  YUNNAN PROVINCE,25.044,97.684,1,6,5,,127,,,
2008,8,25,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND,-39.715,176.851,32,5.5,,,,,,
2008,8,25,CHINA,CHINA:  TIBET (XIZANG PROVINCE),30.901,83.52,12,6.7,,,,,,700
2008,8,26,ATLANTIC OCEAN,ATLANTIC OCEAN:  SOUTH,-52.533,26.417,10,5,,,,,,
2008,8,27,RUSSIA,RUSSIA: LAKE BAYKAL (BAIKAL),51.607,104.158,16,6.2,,,,,,
2008,8,30,CHINA,CHINA:  SICHUAN PROVINCE,26.272,101.937,17,5.9,43,,589,,392000,
2008,9,3,TURKEY,TURKEY:  ADIYAMAN,37.507,38.503,6,4.1,,,,,,
2008,9,9,INDONESIA,INDONESIA:  SUMATRA:  SOUTHERN,-3.935,103.058,25,5.4,2,,,,,113
2008,9,10,IRAN,IRAN:  HORMOZGAN PROVINCE,26.743,55.828,12,6.1,7,,45,,,
2008,9,11,JAPAN,JAPAN:  HOKKAIDO,41.892,143.754,25,6.8,,,,,,
2008,9,16,INDIA,INDIA:  MAHARASHTRA,17.438,73.915,10,5,1,,20,,,1500
2008,10,5,KYRGYZSTAN,KYRGYZSTAN: NURA,39.533,73.824,27,6.6,74,,140,,,
2008,10,6,CHINA,CHINA:  TIBET (XIZANG PROVINCE),29.807,90.35,12,6.3,9,,19,,,
2008,10,11,RUSSIA,RUSSIA:  CAUCASUS:  CHECHNYA,43.372,46.254,16,5.7,13,,100,,,1027
2008,10,28,PAKISTAN,PAKISTAN:  QUETTA,30.639,67.351,15,6.4,215,,320,,3487,4125
2008,10,29,PAKISTAN,PAKISTAN:  ZIARAT,30.598,67.455,14,6.4,,,1,,,
2008,11,10,CHINA,CHINA:  QINGHAI PROVINCE,37.565,95.833,19,6.3,,,3,4,,
2008,11,16,INDONESIA,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,30,7.3,6,,77,,,1000
2008,11,19,PANAMA,"PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",8.267,-82.967,32,6.1,,,,,,
2008,11,22,CZECH REPUBLIC,CZECH REPUBLIC:  KARVINA,49.914,18.455,,4.1,2,,3,,,
2008,12,7,IRAN,IRAN:  S,26.99,55.8,15,5.4,,,5,,,
2008,12,9,CHINA,CHINA:  SICHUAN PROVINCE,32.518,105.395,25,4.5,2,,3,,,
2008,12,10,ARGENTINA,ARGENTINA:  POTRERILLOS,-32.938,-69.259,10,4.1,,,,,,
2008,12,25,MYANMAR (BURMA),MYANMAR (BURMA),23.97,97.569,35,4.7,,,19,,30,5400
2008,12,25,CHINA,CHINA:  YUNNAN PROVINCE:  SIMAO,23.97,97.569,35,4.8,,,19,,30,5400
2008,12,29,AFGHANISTAN,"AFGHANISTAN; PAKISTAN:  MANSEHRA, SHANGLA",36.401,71.075,158,5.8,,,,,,
2009,1,3,INDONESIA,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,17,7.6,5,,250,,,840
2009,1,3,INDONESIA,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305,23,7.3,,,,,,
2009,1,8,COSTA RICA,COSTA RICA:  LA PAZ,10.165,-84.197,14,6.1,23,17,100,502,518,
2009,1,15,RUSSIA,RUSSIA:  KURIL ISLANDS,46.857,155.154,36,7.4,,,,,,
2009,1,21,PERU,PERU:  PACCHA,-11.779,-75.626,10,4.6,,,,,50,500
2009,2,11,INDONESIA,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,22,7.2,,,64,,,597
2009,2,20,PAKISTAN,PAKISTAN; INDIA:  KASHMIR,34.204,73.899,10,5.4,,,44,,,
2009,2,20,CHINA,CHINA:  XINJIANG PROVINCE,40.657,78.692,17,5.5,,,,,331,5613
2009,3,19,TONGA,TONGA ISLANDS,-23.046,-174.659,34,7.6,,,,,,
2009,3,26,INDIA,INDIA:  CHAIBASA,22.399,85.903,10,4.1,,,5,,,
2009,3,31,NICARAGUA,NICARAGUA:  SAN JUAN DEL RIO COCO,13.452,-86.06,36,4.4,,,,,3,10
2009,4,6,ITALY,ITALY:  L'AQUILA,42.334,13.334,9,6.3,309,,1500,2500,15000,
2009,4,7,ITALY,ITALY:  L'AQUILA,42.275,13.464,15,5.5,1,,,,,
2009,4,9,INDIA,INDIA:  JAISALMER,27.143,70.749,44,5.2,,,6,,,
2009,4,16,AFGHANISTAN,AFGHANISTAN:  NANGARHAR,34.185,70.076,6,5.4,19,,51,,200,
2009,5,17,SAUDI ARABIA,SAUDI ARABIA: WESTERN,25.212,37.597,10,4.6,,,,,,
2009,5,19,SAUDI ARABIA,SAUDI ARABIA: WESTERN,25.292,37.744,2,5.7,,,7,,,
2009,5,19,INDIA,INDIA:  KASHMIR,33.198,75.787,21,4.9,,,,,,100
2009,5,24,MACEDONIA,BALKANS NW:  MACEDONIA,41.303,22.714,0,5.3,,,,,,
2009,5,28,HONDURAS,HONDURAS:  NORTHERN; BELIZE,16.72,-86.236,10,7.3,7,,40,100,135,25
2009,5,29,VANUATU,VANUATU ISLANDS:  TONGOA,-17.026,168.329,13,5.7,,,10,,,
2009,6,2,VANUATU,VANUATU ISLANDS:  TONGOA,-17.757,167.949,15,6.3,,,4,,,
2009,6,13,KAZAKHSTAN,KAZAKHSTAN:  TEKELI,44.724,78.864,15,5.4,1,,,,,
2009,7,1,GREECE,GREECE:  CRETE,34.164,25.471,19,6.4,,,,,,
2009,7,4,PANAMA,PANAMA: PANAMA CITY,9.59,-78.966,38,6,,,32,,,10
2009,7,9,CHINA,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.632,101.095,7,5.7,,,336,,,
2009,7,15,NEW ZEALAND,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,12,7.8,,,,,,
2009,7,24,CHINA,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,31.158,85.902,13,5.8,,,,,6,
2009,8,8,CHINA,CHINA:  CHONGQING PROVINCE:  RONGCHANG,29.358,105.438,10,3.4,2,,1,,440,
2009,8,10,INDIA,INDIA:  ANDAMAN I,14.099,92.888,5,7.5,,,,,,
2009,8,10,JAPAN,JAPAN:  HONSHU:  S COAST,34.743,138.264,40,6.4,1,,123,,,5192
2009,8,16,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,20,6.7,,,9,,,
2009,8,28,CHINA,CHINA:  QINGHAI PROVINCE,37.696,95.718,13,6.2,,,,,,30
2009,8,30,MYANMAR (BURMA),MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101,82,5.2,,,,,,
2009,9,2,INDONESIA,INDONESIA:  JAVA,-7.782,107.297,46,7,81,,1297,,,54000
2009,9,6,GEORGIA,GEORGIA:  NORTHWESTERN,42.66,43.443,15,6,,,1,,,1000
2009,9,12,VENEZUELA,VENEZUELA:  CARABOBO,10.705,-67.92,10,6.3,,,18,,,17
2009,9,18,PHILIPPINES,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.513,124.715,10,5.7,,,91,,,76
2009,9,18,INDONESIA,INDONESIA:  BALI:  DENPASAR,-9.138,115.593,79,5.7,,,7,,,
2009,9,21,BHUTAN,BHUTAN:  TASHIGANG,27.332,91.437,14,6.1,11,,,,,
2009,9,22,AUSTRALIA,AUSTRALIA:  MORNINGTON,-38.28,145.25,0,3.1,,,,,,
2009,9,29,SAMOA,SAMOA ISLANDS,-15.489,-172.095,18,8.1,192,,7,285,,
2009,9,30,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,81,7.5,1117,,1214,2200,,181665
2009,10,1,INDONESIA,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,-2.515,101.501,10,6.6,3,,,10,,
2009,10,7,VANUATU,VANUATU ISLANDS,-13.006,166.51,45,7.6,,,,,,
2009,10,7,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.517,166.382,35,7.8,,,,,,
2009,10,9,ECUADOR,ECUADOR:  TENA,-0.962,-77.817,35,5.4,,,,,,
2009,10,22,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.517,70.95,18,6.1,5,,,,,
2009,10,29,BHUTAN,"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG",27.262,91.417,26,5.3,,,,,1,116
2009,11,1,CHINA,CHINA:  YUNNAN PROVINCE,25.962,100.825,25,4.9,,,28,,1000,30000
2009,11,3,IRAN,IRAN:  BANDAR ABBAS,27.334,56.202,14,5.1,,,269,,,
2009,11,8,INDONESIA,INDONESIA:  SUMABAWA:  BIMA,-8.207,118.631,18,6.6,2,,200,2.43,,
2009,11,27,VENEZUELA,VENEZUELA:  SIQUISIQUE,10.434,-69.715,7,5.4,,,,,,
2009,12,6,SOUTH AFRICA,SOUTH AFRICA:  CARLETONVILLE,-26.414,27.494,2,3.5,2,,3,,,
2009,12,8,MALAWI,MALAWI:  KARONGA,-9.948,33.878,8,5.9,1,,15,,,3000
2009,12,12,INDIA,INDIA:  MAHARASHTRA:  SATARA,17.109,73.767,10,5.1,,,,,,
2009,12,17,JAPAN,JAPAN:  HONSHU:  ITO,34.921,139.261,7,4.9,,,7,,,20
2009,12,19,TAIWAN,TAIWAN:  HUALIEN,23.796,121.605,57,6.4,,,14,,,
2009,12,19,MALAWI,MALAWI:  KARONGA,-10.108,33.818,6,6,3,,250,,1111,3565
2009,12,30,MEXICO,MEXICO:  MEXICALI,32.437,-115.165,9,5.9,,,,,,
2009,12,31,BHUTAN,BHUTAN:  DAMETSI,27.319,91.51,10,5.2,,,2,,,700
2010,1,2,TAJIKISTAN,TAJIKISTAN,38.245,71.467,47,5.1,,,,1.5,98,1000
2010,1,3,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.743,157.477,26,6.6,,,,,,
2010,1,3,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.799,157.346,25,7.1,,,,,16,60
2010,1,5,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.019,157.551,15,6.8,,,,,,
2010,1,10,INDONESIA,INDONESIA:  JAVA:  GARUT,-7.907,107.879,65,5.1,1,,2,,,
2010,1,10,USA,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692,29,6.5,,,30,21.8,,
2010,1,12,HAITI,HAITI:  PORT-AU-PRINCE,18.457,-72.533,13,7,316000,,300000,8000,97294,188383
2010,1,15,VENEZUELA,VENEZUELA:  CARIACO,10.454,-63.475,8,5.5,,,11,,,3
2010,1,16,IRAN,IRAN:  KHUZESTAN:  ARRJAN,32.45,48.3,5,5,,,,,,150
2010,1,17,CHINA,CHINA:  GUIZHOU PROVINCE,25.558,105.804,27,4.4,7,1,9,,,
2010,1,30,CHINA,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,10,4.7,1,,15,,200,
2010,2,25,CHINA,CHINA:  YUNNAN PROVINCE,25.523,101.903,36,4.8,,,11,,,
2010,2,26,JAPAN,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425,25,7,,,2,,,
2010,2,27,CHILE,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,22,8.8,558,,12000,30000,,500000
2010,2,27,ARGENTINA,ARGENTINA:  SALTA,-24.872,-65.602,10,6.3,2,,2,,,
2010,3,4,TAIWAN,TAIWAN:  KAO-HSIUNG,22.918,120.795,21,6.3,,,96,1000,,340
2010,3,8,TURKEY,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",38.864,39.986,12,6.1,51,,100,,287,700
2010,3,11,CHILE,CHILE:  RANCAGUA,-34.29,-71.891,11,6.9,,,,,,
2010,3,30,INDIA,INDIA: ANDAMAN ISLANDS:  DIGLIPUR,13.667,92.831,34,6.7,,,10,,,
2010,4,4,MEXICO,MEXICO:  BAJA CALIFORNIA,32.297,-115.278,4,7.2,2,,233,1150,,
2010,4,6,INDONESIA,INDONESIA:  SUMATRA,2.383,97.048,31,7.8,,,,,,
2010,4,13,CHINA,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,17,6.9,2968,,12135,500,15000,
2010,4,18,AFGHANISTAN,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658,13,5.6,11,,70,,2000,
2010,4,20,AUSTRALIA,AUSTRALIA:  KALGOORLIE,-30.794,121.406,0,5.2,,,3,,,
2010,5,1,INDIA,INDIA:  CHAMOLI,30.099,80.026,36,4.5,,,,,,
2010,5,6,PERU,PERU:  TACNA,-18.058,-70.547,37,6.2,,,11,,,
2010,5,9,INDONESIA,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,3.748,96.018,38,7.2,,,,,,
2010,5,14,ALGERIA,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12,2,5.2,2,,43,,,
2010,5,16,USA TERRITORY,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07,113,5.8,,,,,,
2010,5,29,USA TERRITORY,"ANATAHAN REGION, N. MARIANA ISLANDS",16.591,145.682,10,4.4,,,,,,
2010,6,12,INDIA,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,35,7.5,,,,,,
2010,6,15,USA,CALIFORNIA:  OCOTILLO,32.7,-115.921,5,5.8,,,,,,
2010,6,16,INDONESIA,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,-2.174,136.543,18,7,17,,,,2556,
2010,6,18,INDIA,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR,13.197,93.087,20,5.9,,,,,,
2010,6,22,INDIA,INDIA:  TAULI,29.872,80.428,16,5.2,,,,,,
2010,6,23,CANADA,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,22,5.2,,,,,,
2010,6,30,MEXICO,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782,20,6.2,1,,,,,
2010,7,20,IRAN,IRAN:  FARSINAJ,27.022,53.861,10,5.8,1,,32,,,
2010,7,23,PHILIPPINES,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467,586,7.6,,,,,,
2010,7,30,IRAN,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,24,5.4,,,274,,,
2010,8,10,VANUATU,VANUATU ISLANDS,-17.541,168.069,25,7.2,,,,,,
2010,8,12,ECUADOR,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,207,7.1,,,,,,
2010,8,13,USA TERRITORY,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,10,6.9,,,,,,
2010,8,27,IRAN,IRAN:  DAMGHAN-TORUD,35.49,54.47,7,5.7,3,,200,,700,
2010,8,29,CHINA,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,35,4.9,,,14,,,1001
2010,9,3,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,12,7,,,2,6500,,
2010,9,6,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,9,5,,,,,,
2010,9,6,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,21,5.1,,,,,,
2010,9,7,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,6,5,,,,,,
2010,9,10,BANGLADESH,BANGLADESH:  NARAYANGANJ,23.407,90.648,10,4.8,,,,,,
2010,9,27,IRAN,IRAN:  SHIRAZ,29.647,51.665,27,5.8,1,,3,,,
2010,10,10,PAKISTAN,"PAKISTAN:  KHANPUR, HARIPUR",33.869,72.887,33,5.2,1,,15,,,100
2010,10,25,INDONESIA,INDONESIA:  SUMATRA,-3.487,100.082,20,7.8,431,,,39,700,
2010,11,3,SERBIA,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,1,5.5,2,,100,,1000,5000
2010,11,6,IRAN,IRAN:  DORUD-RAZAN,33.37,48.94,5,4.9,,,104,,,
2010,11,12,PAKISTAN,PAKISTAN:  QUETTA,30.178,67.117,27,4.7,,,12,,,
2010,12,16,ETHIOPIA,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,10,5.1,,,,,,
2010,12,19,USA,OKLAHOMA:  LUTHER,35.827,-96.772,5,3.7,,,,,,
2010,12,20,IRAN,IRAN:  KERMAN,28.412,59.18,12,6.5,7,,25,,,1800
2010,12,21,JAPAN,JAPAN:  BONIN ISLANDS,26.901,143.698,14,7.4,,,,,,
2010,12,25,VANUATU,VANUATU ISLANDS,-19.702,167.947,16,7.3,,,4,,,
2010,12,25,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.55,172.647,5,4.5,,,,,,20
2011,1,5,IRAN,IRAN:  FARS PROVINCE,30.16,51.62,24,4.5,,,16,,,
2011,1,9,VANUATU,VANUATU ISLANDS,-19.157,168.311,24,6.5,,,,,,
2011,1,18,PAKISTAN,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,68,7.2,3,,,,,200
2011,2,1,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,31,4.8,,,1,,,700
2011,2,4,MYANMAR (BURMA),MYANMAR (BURMA):  MONYWA,24.618,94.68,85,6.3,1,,,,,
2011,2,11,CHILE,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,28,6.8,,,,,,
2011,2,17,USA,COLORADO:  PAONIA,38.947,-107.497,1,3.1,,,,,,
2011,2,21,NEW ZEALAND,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,6,6.1,185,,1500,15000,100000,
2011,3,3,PHILIPPINES,PHILIPPINES:  MINDANAO,9.457,125.935,50,5.5,,,,,,
2011,3,9,JAPAN,JAPAN:  HONSHU:  E COAST,38.435,142.842,32,7.5,,,,,,
2011,3,10,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,26,5.5,25,,250,,1039,12528
2011,3,11,JAPAN,JAPAN:  HONSHU,38.297,142.373,29,9.1,18428,,6167,220136.6,123661,280920
2011,3,11,JAPAN,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,43,7.9,,,,,,
2011,3,11,JAPAN,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,19,7.6,,,,,,
2011,3,24,MYANMAR (BURMA),MYANMAR:  TACHILEK,20.687,99.822,8,6.8,104,,123,3.6,,10104
2011,4,4,NEPAL,"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH",29.698,80.754,26,5.4,,,,,,
2011,4,7,JAPAN,JAPAN: NEAR E COAST HONSHU,38.276,141.588,42,7.1,3,,132,,,
2011,4,10,CHINA,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,43,5.1,,,,,,
2011,4,11,JAPAN,JAPAN:  HONSHU,37.001,140.401,11,6.6,7,,,,3,
2011,4,24,INDONESIA,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771,8,6.1,,,14,,,
2011,5,10,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-20.244,168.226,11,6.8,,,,,,
2011,5,11,SPAIN,SPAIN:  LORCA,37.699,-1.672,1,5.1,10,,,,,
2011,5,19,TURKEY,TURKEY:  SIMAV,39.12,29.04,7,4.3,2,,125,,,
2011,6,8,CHINA,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,21,5.3,,,8,,,50
2011,6,13,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,6,6,1,,45,3000,100,
2011,6,20,CHINA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,39,5.3,,,4,,,
2011,6,24,USA,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,52,7.3,,,,,,
2011,6,26,CHINA,CHINA:  QINGHAI PROVINCE,32.447,95.948,29,5.3,,,,,10,
2011,7,6,KERMADEC ISLANDS (NEW ZEALAND),NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,17,7.6,,,,,,
2011,7,10,JAPAN,JAPAN:  HONSHU:  E COAST,38.034,143.264,23,7,,,,,,
2011,7,19,UZBEKISTAN,"UZBEKISTAN:  FARGONA, VIOLYATI",40.081,71.41,20,6.1,14,,86,,,
2011,8,9,CHINA,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,40,5,,,3,,,22823
2011,8,11,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028,10,5.7,,,21,,,
2011,8,20,VANUATU,VANUATU ISLANDS,-18.365,168.143,32,7.1,,,,,,
2011,8,20,VANUATU,VANUATU ISLANDS,-18.311,168.218,28,7,,,,,,
2011,8,23,USA,COLORADO:  SEGUNDO,37.063,-104.701,4,5.4,,,,,,
2011,8,23,USA,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933,6,5.8,,,,200,,600
2011,9,2,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,32,6.8,,,,,,
2011,9,5,INDONESIA,INDONESIA:  SUMATRA,2.965,97.893,91,6.7,10,,,,,
2011,9,7,INDIA,INDIA:  DELHI,28.724,77.189,10,4.3,,,1,,,
2011,9,18,INDIA,INDIA: SIKKIM;  NEPAL;  CHINA;  BHUTAN,27.73,88.155,50,6.9,127,,441,2100,,40000
2011,9,19,GUATEMALA,GUATEMALA:  CUILAPA SANTA ROSA,14.186,-90.238,9,5.6,1,,,,,
2011,10,20,INDIA,INDIA:  GUJARAT,21.211,70.533,10,5,,,34,,,3000
2011,10,21,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.993,-176.238,33,7.4,,,,,,
2011,10,23,TURKEY,"TURKEY:  ERCIS, VAN",38.722,43.513,16,7.1,604,,2608,1500,5739,4882
2011,10,28,PERU,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966,24,6.9,1,,103,,134,
2011,10,29,INDIA,INDIA:  SIKKIM,27.449,88.684,10,3.5,2,,,,,
2011,10,29,ECUADOR,ECUADOR:  POMASQUI,-0.13,-78.37,3,4,,,,,,
2011,11,1,CHINA,CHINA:  XINJIANG PROVINCE,43.648,82.437,28,5.6,,,,10.5,2453,
2011,11,6,USA,OKLAHOMA:  SPARKS,35.532,-96.765,5,5.7,,,2,,14,
2011,11,7,PHILIPPINES,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185,46,5,,,31,,,23
